,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S0-T15,S0-T16,S0-T17,S0-T18,S0-T19,S0-T20,S0-T21,S0-T22,S0-T23,S0-T24,S0-T25,S0-T26,S0-T27,S0-T28,S0-T29,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14,S1-T15,S1-T16,S1-T17,S1-T18,S1-T19,S1-T20,S1-T21,S1-T22,S1-T23,S1-T24,S1-T25,S1-T26,S1-T27,S1-T28,S1-T29
resiz,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,0.00142422912397272,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,0.00495852472115012,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
daili,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.502403992088373E-4,8.687433770250789E-4,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.1138581125816243E-4,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,0.0022424992845074755,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,0.0014883895209051071,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
usabl,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,0.003916007146419368,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.032167184625099E-4,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,0.0061396691871107465,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
transfer,6.11531403054844E-7,0.001452906866564191,1.0317372701676264E-6,7.122925461308205E-4,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,0.001980545643294556,7.786712597888711E-7,0.009863807048958199,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,0.0018855319112848282,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,0.006642375215746439,1.65964360813159E-6,1.6115022585204154E-6,0.015257984664460376,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,0.010946947723281928,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,0.0027241576008898098,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,0.004345880536798066,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
imagin,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,0.0017801974128936698,0.00326465696081215,8.848704827185059E-4,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,0.0027886985933865613,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,0.007931309562136522,0.015574811917372125,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,0.0011605272341308624
46mm,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.585928125649395E-4,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,0.021008626623284347,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
job,6.11531403054844E-7,0.001452906866564191,1.0317372701676264E-6,0.0010682608350517703,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,0.004497694940711522,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.703548460762141E-4,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,0.015163389525974685,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.808416862836585E-4,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,0.0038154497106945746,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.88603895751176E-4,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
daughter,6.11531403054844E-7,0.0021789972546522427,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.1138581125816243E-4,1.235728876141659E-6,0.00872833552648804,9.830531468022755E-7,0.0018855319112848282,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,0.002479675502111566,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,0.002897736405909007,0.0019762201752228804,1.389778733327867E-6,0.0027732388685850658,0.010912820576769301,1.159367866264598E-6
lifepow,6.11531403054844E-7,7.268164784761395E-4,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,0.008553426630483587,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
continu,0.0018352057405675865,7.260903880880515E-7,0.0010327690074377939,0.002848102279656519,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.502403992088373E-4,8.687433770250789E-4,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,0.0033004694308950604,0.0015581211908375309,8.223606476799032E-4,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,0.014135364418382663,9.476526170848499E-7,0.0026090229943516083,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,0.006611090867175822,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,0.027397149897105583,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,0.0025701987954360665,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,0.001101768883889409,1.5859447234826079E-6,1.2977928437107012E-6,0.007242168798576185,9.876162794717043E-7,0.009729840912028397,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
buggi,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.687433770250789E-4,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,8.223606476799032E-4,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,0.010912820576769301,1.159367866264598E-6
highlight,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,0.001371262692403369,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,0.0014147630024634683,1.5324754535744225E-6,1.454462946829198E-6,0.001101768883889409,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,0.01580284808782674,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
joy,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,0.0014168989809798481,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,0.008728232143922017,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
messag,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,8.223606476799032E-4,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,0.0025701987954360665,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,0.01168143338624002,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
rest,6.121429344578987E-4,7.260903880880515E-7,1.0317372701676264E-6,3.5596828892094977E-7,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,8.223606476799032E-4,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,0.0014952486065642982,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,0.004182351063844614,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,0.015326287011197797,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
move,0.003058268546677275,7.260903880880515E-7,1.0317372701676264E-6,0.0042719754353403175,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,0.005358150972483306,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,0.004929452014766529,6.801615247588997E-7,0.008263657013201524,6.852887018507592E-7,7.479979286211207E-4,0.0033216027044371335,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,0.0014883895209051071,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,0.0029205704114393712,1.2828094553319335E-6,1.204037378136367E-6,0.0049119808873485495,1.3936524704580518E-6,0.0205525991633046,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,0.01454608393123881,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,0.03475690728546831,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,0.0023198951003954604
amount,6.11531403054844E-7,7.260903880880515E-7,1.0317372701676264E-6,0.003204070568577469,1.0878563681480007E-6,8.848704827185059E-4,8.561123944719599E-4,8.317813679310021E-7,7.080954427685399E-7,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,0.001972734067427932,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,0.004712416335999714,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,6.852887018507592E-7,7.472506779431776E-7,8.310233209551537E-4,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,0.00892290261233921,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,0.0029205704114393712,0.0012840922647872652,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,0.005819306250263622,1.1006682156737356E-6,0.003173475391688698,1.2977928437107012E-6,0.007242168798576185,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,0.0023198951003954604
movi,0.0067274569650063384,0.005083358807004449,0.05777831886665724,3.5596828892094977E-7,0.0010889442245161486,8.839864962222837E-7,0.03335588361318772,8.317813679310021E-7,0.0014168989809798481,9.106299903842566E-4,0.002998713124110448,8.678755015235555E-7,0.004789133522115148,6.580162617445385E-4,6.703548460762141E-4,0.005940317006096068,7.786712597888711E-7,0.003699184502632088,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,0.0028278267195231232,9.476526170848499E-7,8.693845366050012E-7,0.01524667419331284,7.041068439889343E-7,6.801615247588997E-7,8.262830730128512E-7,0.0027418400961048877,7.472506779431776E-7,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,0.0024535920415823154,0.0010126054713066454,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,0.0019473713406498439,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,0.012108451040626763,1.5859447234826079E-6,1.2977928437107012E-6,0.002897736405909007,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,0.0031190621302835835,1.159367866264598E-6
situat,0.0018352057405675865,7.260903880880515E-7,1.0317372701676264E-6,0.0035600388574984184,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,0.002124994423748388,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.696851609152989E-7,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,0.0016056310226208615,0.005633558858755463,6.801615247588997E-7,8.262830730128512E-7,0.001371262692403369,0.0044842513183370085,8.301931278273265E-7,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,0.015941604264173754,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,0.0017036471330453904,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,0.0015875306682060903,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,1.389778733327867E-6,1.3859264710570046E-6,1.5587516892971434E-6,1.159367866264598E-6
front,6.121429344578987E-4,7.260903880880515E-7,1.0317372701676264E-6,3.563242572098707E-4,1.0878563681480007E-6,8.839864962222837E-7,8.552571373346254E-7,8.317813679310021E-7,0.0070816625231281665,9.097202701141426E-7,7.494909083005369E-7,8.678755015235555E-7,9.57635177387552E-7,6.573589028416968E-7,6.703548460762141E-4,6.599618938002519E-7,7.786712597888711E-7,4.109748364217407E-7,1.235728876141659E-6,9.697073132416443E-7,9.830531468022755E-7,9.42294808238295E-7,9.476526170848499E-7,8.693845366050012E-7,8.024143041583517E-7,0.002817131482799726,6.801615247588997E-7,8.262830730128512E-7,0.0027418400961048877,7.479979286211207E-4,0.008302761471401092,1.65964360813159E-6,1.6115022585204154E-6,1.2713927726406447E-6,1.4869026182868207E-6,1.2261829293264946E-6,1.0115938774292163E-6,1.376388604052914E-6,1.5636262995689084E-6,8.513978675889008E-7,9.731990707895273E-7,1.2828094553319335E-6,1.204037378136367E-6,1.2276882997621968E-6,1.3936524704580518E-6,1.2844571691334667E-6,2.0723713523673735E-6,1.3613981013942079E-6,1.4133496528106577E-6,1.5324754535744225E-6,1.454462946829198E-6,1.1006682156737356E-6,1.5859447234826079E-6,1.2977928437107012E-6,1.4481441308890593E-6,9.876162794717043E-7,0.012509398378684129,0.0027732388685850658,1.5587516892971434E-6,1.159367866264598E-6
